Label,x1_L,y1_L,x2_L,y2_L,x3_L,y3_L,x4_L,y4_L,x5_L,y5_L,x6_L,y6_L,x7_L,y7_L,x8_L,y8_L,x9_L,y9_L,x10_L,y10_L,x11_L,y11_L,x12_L,y12_L,x13_L,y13_L,x14_L,y14_L,x15_L,y15_L,x16_L,y16_L,x17_L,y17_L,x18_L,y18_L,x19_L,y19_L,x20_L,y20_L,x21_L,y21_L,x1_R,y1_R,x2_R,y2_R,x3_R,y3_R,x4_R,y4_R,x5_R,y5_R,x6_R,y6_R,x7_R,y7_R,x8_R,y8_R,x9_R,y9_R,x10_R,y10_R,x11_R,y11_R,x12_R,y12_R,x13_R,y13_R,x14_R,y14_R,x15_R,y15_R,x16_R,y16_R,x17_R,y17_R,x18_R,y18_R,x19_R,y19_R,x20_R,y20_R,x21_R,y21_R
Ice,0.0,0.0,0.49748846984993117,0.04424207135874895,0.8375559714203187,0.4456938695308435,1.0710890147660985,0.9487759292574728,1.2177686491404796,1.3359519325273739,0.9991613412918456,0.4142376353393417,1.1105014560316944,1.3332534772168985,0.9578413946162149,1.3135763673099008,0.8890213761490195,1.0286654491413099,0.8015395418529935,0.597941772120073,0.9075633318144536,1.6226737558428594,0.7414967110021318,1.5070424764926549,0.6866008553850328,1.1768246508014473,0.5607862401039928,0.8139843451131319,0.6928866949377717,1.8059566406122394,0.5379614775456745,1.6519779693593513,0.47315682991549257,1.3199095443598763,0.29849955021082836,1.0362696479328837,0.4544662884053439,1.8692098172423302,0.3383883985531216,1.719992119933584,0.2819425908476365,1.4019012951146836,1.7971063382661143,-1.3430714266925063,1.3121194879932063,-1.2535454352724273,0.95005435360808,-1.0356241352544748,0.6659132031129162,-0.8822478933275405,0.39966819566105416,-0.81193393595149,0.7548268072787756,-1.0008687457757406,0.3616394483874875,-0.5290631500691951,0.11007595577176765,-0.20919124607605716,-0.07732296159590263,0.04665535243298464,0.9208307862823438,-0.8298551330587854,0.4801722602253383,-0.2600203839651561,0.18343640929023292,0.1760168808279608,-0.03588699465036058,0.49309940723330914,1.1477692009082296,-0.6250304740049938,0.7589218756579174,-0.12346062632840747,0.4627720402953005,0.2696790427897392,0.24910344529241374,0.49975395889700847,1.3923946595495473,-0.4021381690560721,1.0998735514438795,0.016626433726749684,0.8729361224619089,0.2620010826406803,0.6685225429437678,0.4525805820805192
Ice,0.0,0.0,0.49252592611784746,0.026909813146770347,0.8425006816471644,0.4134177473149835,1.0784142791827345,0.9143007671157843,1.2185920718636212,1.2945733907697135,1.0018870857262767,0.39861746985760815,1.1332627777059947,1.2955321348455686,0.9800362268669249,1.2849428952268989,0.9031387496347972,1.0031663412976548,0.8076174987087723,0.5897066862257762,0.9306164202458469,1.6007491333112558,0.7643533129008194,1.4982528232689398,0.7033792246771678,1.1696750631371438,0.5680447775489573,0.8137995268325058,0.7187911900501821,1.7981073550936697,0.5657586236291078,1.6538433604611782,0.49547306479196473,1.3246395871678454,0.3061654463249564,1.0403019269184048,0.4799868506840155,1.8718837553580399,0.36483938104193425,1.732675593560743,0.30275680816330386,1.42354686983937,1.7995585959884037,-1.3080071708144327,1.3255879818872347,-1.2745226789835131,0.9546359753453286,-1.0537162066910284,0.6645308119702026,-0.9040292082008539,0.4002292136403843,-0.8318674480244236,0.7728170724095906,-1.0212117120996456,0.3727757199779918,-0.5471539638586409,0.12401891894507115,-0.2196773041133805,-0.05986822890520006,0.047261097605555455,0.9382873237536186,-0.8471495252557624,0.490500634602258,-0.28128196573432246,0.1948636613708488,0.1579666061800902,-0.02345487877977225,0.48142751407021284,1.1641776380441713,-0.6389537893581281,0.7695684141856433,-0.13541792972770142,0.4752546082406504,0.25840711143430223,0.26320104382060067,0.49339293554076596,1.410706684508438,-0.41795984807352754,1.1162615911782097,0.003527537111757771,0.8915711289748279,0.2443552978632485,0.6902458159836127,0.43271167518158604
Ice,0.0,0.0,0.49004680499956377,0.015422588323392378,0.8408961340082176,0.3869929270990364,1.0733216552184954,0.8838449249995596,1.205160023898342,1.2616340047093053,1.0010717498487751,0.38898144350420016,1.1423572896623553,1.267905439563185,0.9886651148776702,1.2719407620283023,0.9049782524577827,0.9983830203408031,0.8107384101297485,0.5854086011840686,0.9419877819637075,1.5828515956069404,0.775689422935165,1.4950172447943881,0.7098275536007379,1.1712039196735764,0.5722885940009542,0.8130719523194344,0.7336128929135606,1.7840871321519431,0.5818679713343085,1.6518273293848778,0.5078043377978303,1.3279413707359584,0.3097570020850964,1.040198110499431,0.49625841813212057,1.8651733335747527,0.3832139913800566,1.737454456641551,0.31753471020343027,1.4366221302484656,1.7915100871078118,-1.2632404232744177,1.3266186815238215,-1.2644628387715813,0.9526321602980461,-1.044102182666321,0.6617836484948891,-0.8985794600023603,0.4011711423279864,-0.8350759785629605,0.7824195664486991,-1.0187815622811003,0.38122105689825714,-0.5477519806172347,0.13523793384006594,-0.22055400100146705,-0.045658770918107744,0.047530134005849524,0.946660903443047,-0.8436379789589685,0.49715681975876214,-0.2846513418841727,0.2037296319941303,0.15037967198639557,-0.012760081229361694,0.47310127681717584,1.1694665541299436,-0.6344139615613121,0.7748854348014125,-0.1355056667338758,0.4839741522090319,0.25225665529779934,0.2740393470680197,0.4859496254514557,1.4147603106110211,-0.4155210361300926,1.120721493715965,0.00326111562437449,0.8984898692757903,0.23908698684123825,0.6995136204257655,0.42540003087082595
Ice,0.0,0.0,0.48902477842287667,0.006706438526628592,0.8405246065235485,0.36697622696302284,1.0735976970330103,0.8578598619205188,1.2034454990905417,1.2337014584172368,1.0024149598200738,0.37996735603657505,1.1509463828369848,1.2483129171351024,0.9973699376732343,1.2614103085787598,0.9091773634805855,0.9929765266425523,0.8149076668084613,0.5795907992513252,0.9530968035917673,1.569637587270276,0.7873526072848326,1.4904750260114858,0.717834043993411,1.1693509174168337,0.577418041166684,0.8104038682700903,0.7471436013849978,1.7740847054830657,0.5963923532738276,1.648527185885885,0.5187158143598832,1.3272543958988876,0.3147689233835712,1.0393774788692611,0.5096420109204509,1.85873679721245,0.398282450666431,1.737832987625638,0.32978576542601995,1.4430692010005648,1.7905804656770943,-1.2500128146059384,1.3346589666442688,-1.276214455099057,0.9556690576401072,-1.050723327731373,0.660473397128102,-0.9065780984206234,0.4008124296683073,-0.8442893546750957,0.7935858687960653,-1.0262255978138468,0.38906599660959684,-0.5541374065532361,0.1441473739954469,-0.22533217761074784,-0.03544373267993217,0.045596684285208744,0.9571364752071125,-0.8502727857942085,0.5041255673461462,-0.29268258518760787,0.2112451837446298,0.14233142183406797,-0.004424084639850679,0.46672008784400737,1.178912396318493,-0.641901153172102,0.7810657907610421,-0.14089316930314347,0.4918101587535249,0.24447353485518744,0.2827895146545382,0.4785320020648501,1.4253392069448683,-0.42581991686672976,1.129395336867958,-0.006551983212221685,0.9089142184616377,0.22479295990685377,0.7116114429779806,0.40713398451476474
Ice,0.0,0.0,0.4884282049065277,0.005625895463699586,0.8384453102577016,0.3583872482975268,1.071019413862278,0.8413277653097128,1.2005347073317763,1.216216248456905,1.0010760063901005,0.37618007083926913,1.1530353462778744,1.2339922819630709,0.9994101651533545,1.2564198054655549,0.9080877786452065,0.9938329523609524,0.8163191520744896,0.5776011097257227,0.9573854785924613,1.5603248465671515,0.7920447150590425,1.490076277329915,0.72038126032912,1.1710330965021296,0.5799873792257316,0.8093094130724203,0.7540723149627064,1.7640154491384985,0.6035890149634238,1.6458966158248698,0.5243824774138774,1.3275330089883708,0.3173746201926868,1.038305137053001,0.5166708140856028,1.8495968495568647,0.4059728677070088,1.734611552848821,0.33607729335563435,1.4442865587141105,1.7880879673561016,-1.2267314018869813,1.3370110563882351,-1.2701826648080519,0.9567626894065134,-1.045804231117491,0.6607510698581278,-0.9038018961451972,0.4037065578652135,-0.8464571211146438,0.799516343882416,-1.0254188016620274,0.3936622092098314,-0.5551791849815346,0.15035252005490482,-0.22673281854684094,-0.02741409212712898,0.04389013484498938,0.9606135733240105,-0.8494313857816368,0.5069156883801245,-0.2970451452537392,0.21603388259543235,0.13591358436683953,0.0019498879828164827,0.4594353453653381,1.179402066388265,-0.6399005442025665,0.7820405243509205,-0.1437199350916974,0.4956828527253426,0.2380230157619981,0.2885909770690948,0.47067940040964185,1.4238481569295902,-0.4227430721620959,1.1296719473967043,-0.005501793739971968,0.9114687115597362,0.22273948444711306,0.7161148057236719,0.4031178877176978
Ice,0.0,0.0,0.487557896580174,0.0061577713285057975,0.8362965859529233,0.35295148081036093,1.0683629316171224,0.8304818866225204,1.2000674716630724,1.2025856389396379,1.0015239369327391,0.3716518981735291,1.1544461652659197,1.221932388660503,0.9995897928439176,1.2554935601959956,0.9066803698474939,0.9989032295957293,0.8188993917150669,0.5739370925882847,0.9600879983593854,1.5537839503111015,0.7933082974689668,1.4938543651798377,0.7208111237871454,1.1769248676259672,0.5831190897298404,0.805041667115438,0.7581285821593097,1.7563120420590979,0.6064573122644711,1.646574842583312,0.5268983922151748,1.3305516970375102,0.31998514667476036,1.0329724157666134,0.5209127621508494,1.842404630405272,0.4099419448635668,1.7333039353277455,0.33976124633708465,1.4450498314830242,1.7860835322510764,-1.2112989775551333,1.3383623249938192,-1.2679190860962766,0.9563693163612897,-1.0438157150035972,0.6595811868868107,-0.9038218986122788,0.4030886436048768,-0.8452669148764662,0.8040183492277253,-1.0236243193534875,0.39743433463756533,-0.5539876457173387,0.15432894909620906,-0.2273519944508688,-0.022959860624637448,0.04215748030092333,0.9652016390870317,-0.8482156425969162,0.5111780993463435,-0.2969618268102509,0.2205288239749691,0.1330565168249077,0.0067662236311835065,0.4552309593238044,1.183198664552625,-0.6398578814373932,0.7852649623345739,-0.14528410573652528,0.49982168915780395,0.233458900823295,0.2940936732709635,0.4647794272385068,1.4268867557994256,-0.4257476287330767,1.1324718536770244,-0.010611910497528286,0.9152599956521617,0.21523210499684153,0.721549259764466,0.39436141500672683
Ice,0.0,0.0,0.48851050486255987,0.010033278119876813,0.8378169377948711,0.3561800357365678,1.0715942823161346,0.8327753226936979,1.2031620456303713,1.202977824888308,1.0052243120087156,0.3704433931726612,1.1573066697109269,1.2233579002764126,1.0014191695415426,1.261066817202805,0.9078711765161611,1.0046533412794576,0.8208319421260267,0.5711697845523824,0.9630985277292506,1.5545460591643687,0.7957494340128046,1.4969087591994223,0.7227667264084862,1.178713044518882,0.5837856518075455,0.8022398167135216,0.7607470173860417,1.756278645046144,0.6088335997428505,1.6485777716334504,0.528904026135235,1.3320048338286175,0.3197393232676642,1.0308220595650717,0.5236880602739306,1.8422759965132838,0.41347461921352563,1.7351278805157127,0.3433229304520871,1.4474547794266104,1.7870111847795735,-1.206363546702647,1.3391074728147152,-1.2633333435484344,0.9562559474821916,-1.0411118523327416,0.6593916556814183,-0.9059369537393058,0.4033335382911769,-0.8457097624310989,0.8065014210628216,-1.0210720704288234,0.39934845967369925,-0.5562931557842531,0.15583416299690012,-0.23051703272573137,-0.021118846820551606,0.0396754122439762,0.9680788718315014,-0.8479182405521398,0.5141303377893338,-0.3040331890375119,0.22228289520139213,0.12658592067754015,0.008446861051762325,0.4500877743810646,1.1872607738165566,-0.6414501465074945,0.7888845125261171,-0.15152788225440206,0.5017393541704248,0.22895698575135714,0.2956779803831634,0.46177446071557327,1.4314660555050411,-0.4283294232265233,1.1381932544005051,-0.017758812592520174,0.9204410933965719,0.20689729590212297,0.7273424614652496,0.3845153417641064
Ice,0.0,0.0,0.48163714171903027,0.006406614522242226,0.8324057224852519,0.34823948320143927,1.0633970884599089,0.8220802169862674,1.1950838308674652,1.18939621612249,1.000315791953488,0.37347384165116876,1.15014805705759,1.2221063601048296,0.9959581480693996,1.2630642659084255,0.9024987018896495,1.011531976321891,0.8195626159305667,0.5729896321654054,0.9586080133604772,1.5544157031211838,0.7923322682952887,1.4996942383445602,0.7201789107283322,1.1831316015326707,0.5845643203622751,0.8006754962487058,0.7589985465877968,1.7520373461914813,0.608477909765316,1.6472479275730545,0.5300404796066521,1.3329667023271627,0.32123533589283554,1.0246394558326652,0.5229178940056821,1.8356440460849823,0.41317665085573746,1.7313980174539776,0.3436489154532677,1.4449390165241487,1.7788476251827325,-1.176223714664121,1.33528843064719,-1.2405069399991375,0.9531342725618955,-1.0232027200141955,0.6572807765382301,-0.8914671245327966,0.40329434095394306,-0.8344668459048745,0.8049979728766835,-1.0063101776148815,0.39896803901065137,-0.5466597504084793,0.15711168118374155,-0.22363338668707675,-0.01806722379711299,0.04486860722070748,0.9656768126971956,-0.8346998572270227,0.5126419489218808,-0.2976544458035384,0.2229272180500064,0.12826255165263384,0.010867165297497377,0.44848452078561224,1.1831988943619474,-0.6291283429299406,0.7857271149816348,-0.14493156456340128,0.5007656443067542,0.23027458396123424,0.2960957283086095,0.4597158358493246,1.4255270904373483,-0.4161337718540857,1.133323199842343,-0.010454084030237447,0.9166082586774417,0.211042066987589,0.7244832451785957,0.3854644022517689
Ice,0.0,0.0,0.4842680453424001,0.006215684737244126,0.8353009415929158,0.3458054294337395,1.0668273913479414,0.8213347071305913,1.1985442964810409,1.191500829367586,1.0046168205807597,0.3686817629866134,1.1551086087566191,1.2176786496270713,0.999117130669478,1.2649011277653799,0.9044609173839608,1.0150092311890058,0.8228278488688229,0.5682907100471604,0.9624771651250658,1.5525423009077923,0.7945782979662929,1.5031763911774947,0.7216346867175554,1.1875997491181436,0.5867306388483177,0.7966144878550969,0.7620569499150334,1.7512182925244868,0.6106072687971026,1.6491613816895174,0.5311586238192244,1.3336069248093123,0.3227204450936687,1.0213629305464753,0.5252578621233397,1.8346167306554797,0.41572824912043516,1.7318015292196058,0.34601367286241697,1.4442636014024903,1.780394475033776,-1.1730651154064244,1.3363888489995375,-1.2393706248820064,0.9529478687374676,-1.021442934818378,0.6576351372790689,-0.8919127036101339,0.4044267287324159,-0.8386614574734794,0.8094346423397372,-1.0070404249964464,0.40216712393691206,-0.5468169148048293,0.15875725833805904,-0.22530556537213933,-0.01766404940503009,0.041668931003716186,0.9719775638564483,-0.8359427972283947,0.516488778825331,-0.29729302188309176,0.22476910294549893,0.12731961974680395,0.011444319670695912,0.4466273401150191,1.1899278220744185,-0.6318058093757504,0.7906150516051441,-0.14726648119435012,0.5044573585322977,0.2261183814368549,0.29905742323310563,0.45399752764806117,1.4320005909798026,-0.4208539213090817,1.1380950799070928,-0.015110474757586303,0.9210990611618022,0.20469532053117598,0.7289115675219454,0.37693484303931574
Ice,0.0,0.0,0.4816469920420884,0.004051857333428146,0.8321218151164648,0.3434018687478149,1.0612158573987414,0.8189740497557347,1.1917859967786895,1.1875958055396119,1.0005448250316074,0.3714633982096722,1.1506971584546941,1.218763348168138,0.9959604142147663,1.2674717573239151,0.9013076678651458,1.0189223691675193,0.8202984348669335,0.5719357286923585,0.9590859054194971,1.5571452825448546,0.7919755146927976,1.5075757233669373,0.7191851510264133,1.1901306658248383,0.5850275047995038,0.799097095430495,0.7602977231321606,1.753339972276212,0.6097919613269198,1.6516218585176081,0.5308264562959325,1.3361652017207868,0.32128403343010287,1.0218846630523817,0.5235286521256631,1.8341366641788626,0.4144131213583826,1.732257818536379,0.34492841687658865,1.4451725357837595,1.7743209383869605,-1.1638591520279884,1.3364746577541353,-1.2355908773123117,0.9513988733710521,-1.0129575804792694,0.6535315869667647,-0.8804851678054194,0.40092270092111154,-0.8263778983814228,0.809788266358702,-1.0028809016804983,0.4013364446523073,-0.5414184939328771,0.15836232622371188,-0.2193768597533395,-0.017827519569609675,0.04805437554174761,0.9719469816603389,-0.8319528124673017,0.5152717280151485,-0.2923668554386792,0.22415582122921565,0.13141236703073253,0.011204131298168978,0.4501643675057621,1.1891210566464772,-0.628919141548606,0.7874747258606556,-0.1418692070926068,0.5027131144192468,0.22874155699498094,0.29728910996508084,0.4549277916856314,1.4313059395714356,-0.41921159551947207,1.1350396729175316,-0.011133687470000441,0.9190400515536866,0.2074544361592224,0.7271129682789486,0.37708084681509396
